,LQ Code New,LQ Name,Density Lower Limit,Density Upper Limit,pH Lower Limit,pH Upper Limit,Spindle,Speed,Viscosity Lower Limit,Viscosity Upper Limit,Odor,Appearance,Color Lower Limit,Color Upper Limit,Clarity Lower Limit,Clarity Upper Limit,Liquid Item Status,Solids Lower Limit,Solids Upper Limit,FH First Reading Lower Limit,FH First Reading Upper Limit,FH Second Reading Lower Limit,FH Second Reading Upper Limit,Assumed Density (lb/gal),Comments,Density Ref Only,RAC LSL,RAC USL,RYM LSL,RYM USL,PATH LSL,PATH USL,Viscosity Data Collection Setting,Viscosity Averaging Time (min),End Condition (min),F36,F37,F38,F39,ReviewedDate,ReviewedBy
0,CL-BL1-MX,Blue #1 Color Mix,,,,,N/A,N/A,,,Odorless,Water Thin,N/A,Blue,Clear,Clear,F,,,N/A,N/A,N/A,N/A,8.3,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
1,CL-BR-MX227-MX,Brown MX227 Color Mix,,,,,N/A,N/A,,,N/A,Liquid,N/A,Brown,Clear,Clear,P,,,N/A,N/A,N/A,N/A,8.3,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
2,CL-RD33-MX,Red 33 Color Mix,,,,,N/A,N/A,,,N/A,Liquid,Pink,Red,Clear,Clear,P,,,N/A,N/A,N/A,N/A,8.3,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
3,CL-RD4-MX,Red #4  Color Mix,,,,,N/A,N/A,,,N/A,Liquid,N/A,Red,Clear,Clear,P,,,N/A,N/A,N/A,N/A,8.3,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
4,CL-VL2-MX,Violet #2 Color Mix,,,,,N/A,N/A,,,Odorless,Water Thin,N/A,Violet,Clear,Clear,F,,,N/A,N/A,N/A,N/A,8.3,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
5,CL-YL10-MX,Yellow #10 Color Mix,,,,,N/A,N/A,,,N/A,Liquid,Yellow,Orange,Clear,Clear,P,,,N/A,N/A,N/A,N/A,8.3,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
6,CL-YL5-MX,Yellow 5 Color Mix,,,,,N/A,N/A,,,N/A,Liquid,N/A,Yellow,Clear,Clear,P,,,N/A,N/A,N/A,N/A,8.3,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
7,CM-ALEX,CM Aloe Extract,,,3.0,5.0,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,F,,,N/A,N/A,N/A,N/A,8.3,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
8,CM-SPEX,SPA Extracts,,,4.5,6.5,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,F,,,N/A,N/A,N/A,N/A,,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
9,LQCD-DM,LQ DMAT Conditioner,8.2011,8.3511,6.0,8.0,LV64,40,6900.0,12800.0,"Fruity, Gormand",Conditioner,N/A,White,Opaque,Opaque,P,8.03,9.81,N/A,N/A,N/A,N/A,8.2761,8/23/2023 8:10,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
10,LQCD-KW,LQ Kiwi and Cocoa Butter Conditioner,8.1896,8.3396,6.0,8.0,LV64,60,1400.0,6400.0,"Gormand, Cocoa",Conditioner,N/A,White,Opaque,Opaque,P,7.81,9.55,N/A,N/A,N/A,N/A,8.264600000000002,8/23/2023 8:12,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,2024-08-09,Sophie Bonham
11,LQCD-LM,LQ Lime and Cocoa Butter Conditioner,7.0,8.25,5.0,7.5,LV64,80,1600.0,3550.0,"Fruity, Lime",Conditioner,N/A,White,Opaque,Opaque,P,5.69,6.95,N/A,N/A,N/A,N/A,7.964,8/23/2023 8:13,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
12,LQCD-MT,LQ Conditioner Medicated Treatment,8.06,8.3803,4.0,5.0,LV64,60,2100.0,5700.0,"Fruity, Gourmand",Viscous,Off White,Tan,N/A,Opaque,P,8.83,10.83,N/A,N/A,N/A,N/A,8.2203,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
13,LQCD-MT-R2,LQ OxyMed Medicated Treatment R2,8.1957,8.48,3.5,5.0,LV64,60,2100.0,5700.0,"Fruity, Gormand",Conditioner,N/A,Tan,Opaque,Opaque,P,8.36,10.22,N/A,N/A,N/A,N/A,8.270700000000001,8/23/2023 8:11,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
14,LQCD-NR,LQ Spa Nourish Conditioner,8.131,8.281,6.0,8.0,LV64,40,1600.0,16600.0,Floral,Conditioner,N/A,Light Yellow,Opaque,Opaque,P,7.52,9.2,N/A,N/A,N/A,N/A,8.206,8/23/2023 8:12,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
15,LQCD-PSLS,LQ Prostyle Lustrous Conditioner,8.1451,8.2951,6.0,8.0,LV64,80,1300.0,3200.0,Characteristic,Conditioner,N/A,White,Opaque,Opaque,P,6.66,8.14,N/A,N/A,N/A,N/A,8.220099999999999,8/23/2023 8:12,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
16,LQCD-PSLS-RT,LQ PL Lustrous Coat Conditioner RT,8.1,8.42,4.0,6.5,LV63,12,2000.0,6500.0,Odorless,Viscous,White,Off White,N/A,Opaque,F,3.60,5.40,N/A,N/A,N/A,N/A,8.26,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
17,LQCD-PSMS,LQ Prostyle Moisturizing Conditioner,8.2011,8.3511,6.0,8.0,LV64,80,1200.0,4300.0,Characteristic,Conditioner,N/A,White,Opaque,Opaque,P,6.26,7.66,N/A,N/A,N/A,N/A,8.2761,8/23/2023 8:11,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,2024-08-09,Sophie Bonham
18,LQCD-PSMS-PM,LQ PL Moisturizing Conditioner PM,7.98,8.3,4.0,6.5,LV63,12,2300.0,6000.0,Odorless,Viscous,White,Off White,N/A,Opaque,P,3.60,5.40,N/A,N/A,N/A,N/A,8.14,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
19,LQCD-PSMS-RT,LQ PL Moisturizing Conditioner RT,7.97,8.29,4.5,6.5,LV63,12,2000.0,8500.0,Odorless,Viscous,White,Off White,N/A,Opaque,F,3.08,4.62,N/A,N/A,N/A,N/A,8.35,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
20,LQCD-PSSR,LQ Prostyle Shed Reducing Conditioner,8.2159,8.3659,6.0,8.0,LV64,60,750.0,6200.0,Characteristic,Conditioner,N/A,White,Opaque,Opaque,P,5.02,6.14,N/A,N/A,N/A,N/A,8.2909,8/23/2023 8:12,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
21,LQCD-PSSR-PM,LQ PL Shed Reducing Conditioner PM,8.06,8.38,4.0,6.5,LV63,12,2300.0,5200.0,Odorless,Viscous,White,Off White,N/A,Opaque,F,5.02,7.52,N/A,N/A,N/A,N/A,8.22,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
22,LQCD-PSTR,LQ Prostyle Detangling Conditioner,8.1949,8.3449,6.0,8.0,LV64,60,1200.0,3000.0,Characteristic,Conditioner,N/A,White,Opaque,Opaque,P,5.86,7.16,N/A,N/A,N/A,N/A,8.2699,8/23/2023 8:11,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
23,LQCD-PSTR-PM,LQ PL Detangling Conditioner PM,8.11,8.43,4.0,6.5,LV63,12,2300.0,6200.0,Odorless,Viscous,White,Off White,N/A,Opaque,F,3.64,5.46,N/A,N/A,N/A,N/A,8.27,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
24,LQCD-ST,LQ Conditioner Essentials - Shea Butter,7.54,7.88,5.0,7.0,LV63,12,3000.0,8000.0,"Floral, Musk",Thick Liquid,White,White,Opaque,Opaque,F,2.8,5.3,N/A,N/A,N/A,N/A,7.7153,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
25,LQCD-ST-R2,LQ Conditioner Essentials Shea Butter R2,8.171,8.321,6.0,8.0,LV64,40,7100.0,13100.0,"Gormand, Sweet",Conditioner,N/A,White,Opaque,Opaque,P,6.94,8.48,N/A,N/A,N/A,N/A,8.245999999999999,8/23/2023 8:11,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
26,LQCD-TXLI,LQ Leave-In Conditioner Texture Theory,8.33,8.65,5.0,6.0,LV62,12,1000.0,1400.0,"Fresh, Berry",Viscous,N/A,White,N/A,Opaque,F,7,10,N/A,N/A,N/A,N/A,8.4962,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
27,LQCD-TXMS,LQ CD Texture Theory Moisturizing,7.6,8.0,6.0,8.0,LV63,1.5,37000.0,55000.0,"Fruity, Berry",Thick Liquid,N/A,White,N/A,Opaque,F,6,9,N/A,N/A,N/A,N/A,8.19359,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
28,LQCL-CT,LQ UO Cat & Kitten,,,6.0,9.0,N/A,N/A,,,"Fresh, Floral","Water thin, slight sedimentation",Colorless,Pale Yellow,N/A,Slightly Hazy,F,,,N/A,N/A,N/A,N/A,8.35,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
29,LQCL-DOG,LQ UO Dog & Puppy,,,6.0,9.0,N/A,N/A,,,Citrus,"Water thin, slight sedimentation",Colorless,Pale Yellow,N/A,Slightly Hazy,F,,,N/A,N/A,N/A,N/A,8.35,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
30,LQCL-MU,LQ UO Multi-Purpose,,,6.0,9.0,N/A,N/A,,,Aquatic Fresh,"Water thin, slight sedimentation",Colorless,Pale Yellow,N/A,Slightly Hazy,F,,,N/A,N/A,N/A,N/A,8.35,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
31,LQCL-VT,LQ UO Dog & Puppy Veterinary Strength,,,6.0,9.0,N/A,N/A,,,Citrus,"Water thin, slight sedimentation",Colorless,Pale Yellow,N/A,Slightly Hazy,F,,,N/A,N/A,N/A,N/A,8.35,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
32,LQCL-VT-CT,LQ UO Cat & Kitten Veterinary Strength,,,6.0,9.0,N/A,N/A,,,Fruity,"Water thin, slight sedimentation",Colorless,Pale Yellow,N/A,Slightly Hazy,F,,,N/A,N/A,N/A,N/A,8.35,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
33,LQCL-YK,"LQ UO Yard Clean, Yard & Kennel Odor Eli",,,7.0,9.0,N/A,N/A,,,"Fruity, Fresh","Water thin, slight sedimentation",N/A,Green,N/A,Slightly Hazy,F,,,N/A,N/A,N/A,N/A,8.38,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
34,LQCM-HSCM,LQ Hot Spot Cream,7.8271,8.2471,5.0,6.0,64,30,2124.0,4956.0,"Fresh, Musk, Green",Viscous Cream,White,White,Opaque,Opaque,L,13.57,15.57,N/A,N/A,N/A,N/A,8.1271,Ref: NS-002-098,8.1271,,,,,,,Single Point Average,1.0,2.0,,,,,,
35,LQCM-TX,LQ Hair Cream Texture Theory,7.3,7.6,6.0,7.0,LV64,3,50000.0,100000.0,"Fruity,Berry",Thick Liquid,N/A,White,N/A,Opaque,F,10,14,N/A,N/A,N/A,N/A,7.94089,pH spec revised to 6-7 ,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
36,LQCM-TX-R2,LQ Hair Cream Texture Theory R2,7.94,8.77,5.5,7.5,LV96,0.3,300000.0,900000.0,"Fruity,Berry",Thick Liquid,N/A,White,N/A,Opaque,F,10,14,N/A,N/A,N/A,N/A,8.36,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
37,LQDR-BASE,LQ Drops for Dogs/Cats- USA,8.46,8.78,3.0,4.0,N/A,N/A,,,Odorless,Water Thin,Colorless,Pale Yellow,Clear,Clear,F,9.78,14.68,N/A,N/A,N/A,N/A,8.62,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
38,LQDR-CA,LQ Drops for Dogs/Cats-Canada,8.44,8.76,3.0,4.0,N/A,N/A,,,Odorless,Water thin,Colorless,Pale Yellow,Clear,Clear,P,9.76,14.64,N/A,N/A,N/A,N/A,8.6,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
39,LQDS-AW,LQ Adv Whitening DHS-USA,8.44,8.76,3.0,4.0,N/A,N/A,,,Odorless,Water thin,Colorless,Pale Yellow,Clear,Clear,F,10.00,15.00,N/A,N/A,N/A,N/A,8.6,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
40,LQDS-BASE,LQ Dental Health Solution BASE,8.41,8.73,3.0,4.0,N/A,N/A,,,Odorless,Water thin,Colorless,Pale Yellow,Clear,Clear,F,9.60,14.40,N/A,N/A,N/A,N/A,8.57,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
41,LQDS-BASE-CONC,LQ Dental Health Solution Base CONC,8.42,8.74,3.0,4.0,N/A,N/A,,,Odorless,Water thin,Colorless,Pale Yellow,Clear,Clear,F,9.76,14.64,N/A,N/A,N/A,N/A,8.58,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
42,LQDS-CA,LQ Dental Health Solution Dogs/Cat Canad,8.47,8.79,3.0,4.0,N/A,N/A,,,Odorless,Water thin,Colorless,Pale Yellow,Clear,Clear,F,10.08,15.12,N/A,N/A,N/A,N/A,8.63,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
43,LQDS-CA-CONC,LQ Concentrate DHS for Dogs-Canada,8.45,8.77,3.0,4.0,N/A,N/A,,,Odorless,Water thin,Colorless,Pale Yellow,Clear,Clear,P,9.92,14.88,N/A,N/A,N/A,N/A,8.61,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
44,LQDS-DG,LQ DHS +Digestive Support,8.42,8.74,3.0,4.0,N/A,N/A,,,Odorless,"Water thin, slight sedimentation",Pale Yellow,Yellow,Clear,Clear,F,10.00,15.00,N/A,N/A,N/A,N/A,8.58,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
45,LQDS-DG-CA,LQ DHS +Digestive Support fo Dogs-CANADA,8.44,8.76,3.0,4.0,N/A,N/A,,,Odorless,"Water thin, slight sedimentation",Pale Yellow,Yellow,Clear,Clear,P,10.16,15.24,N/A,N/A,N/A,N/A,8.6,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
46,LQDS-HJ,LQ DHS + Hip & Joint Support,8.46,8.78,3.0,4.0,N/A,N/A,,,Odorless,Water thin,Colorless,Pale Yellow,Clear,Clear,F,10.96,16.44,N/A,N/A,N/A,N/A,8.62,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
47,LQDS-HJ-CA,LQ DHS +Hip & Joint Support for Dogs CAN,8.48,8.8,3.0,4.0,N/A,N/A,,,Odorless,Water thin,Colorless,Pale Yellow,Clear,Clear,F,10.96,16.44,N/A,N/A,N/A,N/A,8.64,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
48,LQDS-HJ-JP,LQ DHS +Hip & Joint Support-JAPAN,8.47,8.79,3.0,4.0,N/A,N/A,,,Odorless,Water thin,Colorless,Pale Yellow,Clear,Clear,P,10.72,16.08,N/A,N/A,N/A,N/A,8.63,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
49,LQDS-JP,LQ Dental Health Solution Japan,8.43,8.75,3.0,4.0,N/A,N/A,,,Odorless,Water thin,Colorless,Pale Yellow,Clear,Clear,P,9.68,14.52,N/A,N/A,N/A,N/A,8.59,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
50,LQDS-PP,LQ DHS Adv Whitening(CAN)& Puppy(hybrid),8.44,8.76,3.0,4.0,N/A,N/A,,,Odorless,Water thin,Colorless,Pale Yellow,Clear,Clear,F,10.00,15.00,N/A,N/A,N/A,N/A,8.6,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
51,LQDS-SC,LQ DHS Support Skin Health,8.43,8.75,3.0,4.0,N/A,N/A,,,Odorless,Water thin,Colorless,Pale Yellow,Clear,Clear,F,10.32,15.48,N/A,N/A,N/A,N/A,8.59,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
52,LQDS-SC-CA,LQ DHS Supports Skin & Coat for Dogs-CAN,8.42,8.74,3.0,4.0,N/A,N/A,,,Odorless,Water thin,Colorless,Pale Yellow,Clear,Clear,P,9.44,14.16,N/A,N/A,N/A,N/A,8.58,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
53,LQEC-AF-R2,LQ Ear Cleaner - Alcohol Free R2,8.21,8.53,2.0,3.5,N/A,N/A,,,Cocoa,Clear,N/A,Colorless,N/A,Clear,F,1.26,1.88,N/A,N/A,N/A,N/A,8.36921,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
54,LQEC-AF-R3,LQ Ear Cleaner - Alcohol Free R2,8.21,8.53,2.0,3.5,N/A,N/A,,,Cocoa,Clear,N/A,Colorless,N/A,Clear,F,1.26,1.88,N/A,N/A,N/A,N/A,8.36921,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
55,LQEC-AF-R4,TropiClean Postbiotic Ear Wash,8.2893,8.5893,3.0,4.0,,,,,Warm Cocoa,Water Thin,Colorless,Light blue,Clear,Hazy,L,4.24,5.24,,,,,8.4393,,8.4393,0.0,100.0,0.0,10.0,0.0,10.0,,,,,,,,,
56,LQEC-AL,LQ Ear Cleaner - Alcohol,8.03,8.35,2.0,3.5,N/A,N/A,,,Cocoa,Clear,N/A,Colorless,N/A,Clear,P,1.04,1.3,N/A,N/A,N/A,N/A,8.1867,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
57,LQEC-ALOX,LQ OxyMed Ear Cleaner,7.8057,8.6273,2.5,3.5,,,,,"Sweet, Fruity",Water-Thin Liquid ,Colorless,Colorless,Clear,Clear,L,0.952,1.428,,,,,8.2165,NB ref: NS-001-117,,0.0,100.0,0.0,10.0,0.0,10.0,,,,,,,,,
58,LQEC-AL-R2,LQ Ear Cleaner - Alcohol R2,7.7876,8.6074,2.5,3.5,,,,,"Cocoa, Gourmand",Water-Thin Liquid ,Colorless,Colorless,Clear,Clear,L,1.12,1.68,,,,,8.1975,NB ref: NS-001-118,,0.0,100.0,0.0,10.0,0.0,10.0,,,,,,,,,
59,LQEC-EDR,Medicated Ear Drops,8.6,9.0,4.0,6.0,63,12,2000.0,5000.0,Herbal,Slightly Viscous Liquid,White,Slightly Yellow,Cloudy,Opaque,L,14,20,N/A,N/A,N/A,N/A,8.8157,Ref: SH-004-070,8.1271,,,,,,,Single Point Average,1.0,2.0,,,,,,
60,LQEC-EZ,LQ Ear Cleaner Enzymatic,8.812,9.112,5.0,7.0,LV61,3,1118.0,1678.0,"Fruity, Gourmand",Slightly Viscous Liquid,Colorless,Colorless,Clear,Hazy,L,25.5,27.5,N/A,N/A,N/A,N/A,8.962,Ref: CK-009-132,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
61,LQEV-BDSH,LQ Evolution Berry & Coconut Shampoo,8.47,8.79,6.0,8.0,LV63,2.5,3000.0,9000.0,Fruity,Viscous,N/A,Red,Clear,Hazy,F,10.17,15.25,145,185,130,170,8.6,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
62,LQEV-KWCD,LQ EV Kiwi and Coconut Conditioner,8.06,8.38,4.0,6.5,LV63,2.5,4500.0,10000.0,Gourmand,Viscous,White,Off White,N/A,Opaque,F,2.26,3.40,N/A,N/A,N/A,N/A,8.3,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
63,LQFS-CLSH,LQ NP FS Oatmeal Itch Relief Shampoo,8.45,8.77,3.0,5.0,LV63,2.5,4000.0,8000.0,"Fruity, Floral",Viscous,"White, Pearlescent","Off White, Pearlescent",N/A,Opaque,F,12.06,18.08,125,165,115,155,8.6,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
64,LQFS-EC,LQ Fresh & Soothing Ear Cleaner,8.12,8.44,1.5,3.0,N/A,N/A,,,"Fruity, Floral",Water Thin,N/A,Colorless,Clear,Hazy,P,1.79,2.69,N/A,N/A,N/A,N/A,8.1,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
65,LQFS-GPSH,LQ FS Sensitive Skin Hypo-Allergenic Sh,8.46,8.78,6.0,8.0,LV63,2.5,3000.0,8000.0,Floral,Viscous,Colorless,Pale Yellow,Clear,Hazy,F,9.81,14.71,105,145,100,140,8.6,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
66,LQFS-IRSP,LQ FS Itch Relief Spray,8.3331,8.4573,3.5,6.0,N/A,N/A,,,"Fruity, Floral",Water Thin,Colorless,Off White,Clear,Hazy,F,1.66,2.50,N/A,N/A,N/A,N/A,8.3,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
67,LQFS-LVCD,LQ FS Lavish 4 in 1 Shampoo+Conditioner,8.46,8.78,6.0,8.0,LV63,2.5,5000.0,13000.0,"Fruity, Floral",Viscous,N/A,"Blue, Pearlescent",N/A,Opaque,F,12.30,18.44,115,155,105,145,8.6,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
68,LQFS-OCSH,LQ NP Fresh & Soothing Odor Control Sh,8.49,8.81,6.0,8.0,LV63,2.5,5000.0,13000.0,Floral,Viscous,"White, Pearlescent","Off White, Pearlescent",N/A,Opaque,F,10.58,15.88,115,155,105,145,8.6,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
69,LQFS-RFSP,LQ NP Fresh & Soothing Refresh Spray,8.17,8.37,6.5,7.5,,,,,Floral,Liquid,Clear,N/A,Clear,Hazy,F,,,,,,,8.3,Added by Modesto/Alex 10/19/2022,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
70,LQFS-USCD,LQ FS Ultra Soothing Med. Conditioner,7.8,8.2,2.0,4.0,LV63,2.5,10000.0,26000.0,"Fruity, Gourmand",Viscous,White,Off White,N/A,Opaque,F,6.38,9.56,N/A,N/A,N/A,N/A,8.3,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
71,LQFS-WS,LQ Fresh & Soothing Waterless Shampoo,8.18,8.5,6.0,8.0,N/A,N/A,,,"Fruity, Floral",Water Thin,Colorless,White,N/A,Hazy,F,0.58,0.86,N/A,N/A,N/A,N/A,,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
72,LQFT-HMSP,LQ FT Home & Pet Spray,8.17,8.49,6.0,8.0,N/A,N/A,,,"Wood, Herbaceous",Water Thin,Colorless,Orange,Clear,Hazy,F,2.94,4.42,N/A,N/A,N/A,N/A,8.3,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
73,LQFT-HMSP-R2,LQ FT Home & Pet Spray R2,8.17,8.49,6.5,8.0,N/A,N/A,,,"Wood, Herbaceous",Water Thin,Colorless,Orange,Clear,Hazy,F,2.94,4.42,N/A,N/A,N/A,N/A,8.3,,,,,,,,,,,,,,,,,
74,LQFT-SH,LQ Natural Flea & Tick Shampoo,8.28,8.6,6.5,8.5,LV63,2.5,8000.0,25000.0,"Wood, Herbaceous",Viscous,Colorless,Orange,Clear,Opaque,F,12.87,19.31,110,150,90,130,8.3,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
75,LQFT-YDSP,LQ Natural Flea & Tick Yard Spray,8.15,8.47,6.0,8.0,N/A,N/A,,,"Wood, Herbaceous",Water Thin,Colorless,Orange,Clear,Opaque,F,3.10,4.64,N/A,N/A,N/A,N/A,8.3,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
76,LQGL-AFBA,LQ Gel Alcohol Free Bacon,7.99,8.5,3.5,4.5,LV64,4,30000.0,75000.0,"Gourmand, Sweet",Gel,White,Yellow,N/A,Opaque,F,,,N/A,N/A,N/A,N/A,8.33,,,0.0,100.0,0.0,10.0,0.0,10.0,single point avg,1.0,2.0,,,,,,
